297_RNODE_18_length_68502_10	a738ba69d8b9928e0f51ff12a471d2fa	430	PIRSF	PIRSF038885	COB	7	417	1.8E-195	T	23-12-2021	IPR030689	Cytochrome b
297_RNODE_18_length_68502_10	a738ba69d8b9928e0f51ff12a471d2fa	430	ProSiteProfiles	PS51003	Cytochrome b/b6 C-terminal region profile.	230	407	44.339	T	23-12-2021	IPR005798	Cytochrome b/b6, C-terminal
294_RNODE_9_length_3656_1	8668b047715bda37f61a16f30d6ffaa3	58	Pfam	PF12518	Protein of unknown function	23	55	8.5E-16	T	23-12-2021	IPR022196	Protein of unknown function DUF3721
286_RNODE_15_length_57935_59	82e5f8585e5a4b369f8ff74f66df6157	116	CDD	cd01037	Restriction_endonuclease_like	8	66	0.00213231	T	23-12-2021	-	-
286_RNODE_15_length_57935_59	82e5f8585e5a4b369f8ff74f66df6157	116	Gene3D	G3DSA:3.40.1350.10	-	3	96	1.1E-14	T	23-12-2021	IPR011856	tRNA endonuclease-like domain superfamily
286_RNODE_15_length_57935_59	82e5f8585e5a4b369f8ff74f66df6157	116	SUPERFAMILY	SSF52980	Restriction endonuclease-like	9	78	5.27E-10	T	23-12-2021	IPR011335	Restriction endonuclease  type II-like
267_RNODE_3_length_6305_5	d27a41032fa3d522e67fc14e7be0c7d4	68	Coils	Coil	Coil	31	51	-	T	23-12-2021	-	-
281_RNODE_10_length_143244_193	89c3e8860257991eb3431caf8ed26f0a	110	MobiDBLite	mobidb-lite	consensus disorder prediction	12	36	-	T	23-12-2021	-	-
281_RNODE_10_length_143244_193	89c3e8860257991eb3431caf8ed26f0a	110	MobiDBLite	mobidb-lite	consensus disorder prediction	12	38	-	T	23-12-2021	-	-
287_RNODE_28_length_31095_53	170edd569d8e37447dc64c374fc9260c	57	Coils	Coil	Coil	19	46	-	T	23-12-2021	-	-
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	Gene3D	G3DSA:3.20.20.70	Aldolase class I	5	243	9.9E-71	T	23-12-2021	IPR013785	Aldolase-type TIM barrel
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	Gene3D	G3DSA:1.20.120.1460	-	253	324	4.1E-20	T	23-12-2021	-	-
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	PANTHER	PTHR42907	FMN-LINKED OXIDOREDUCTASES SUPERFAMILY PROTEIN	6	324	4.0E-115	T	23-12-2021	IPR004653	tRNA-dihydrouridine(20/20a) synthase
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	SUPERFAMILY	SSF51395	FMN-linked oxidoreductases	8	322	1.38E-69	T	23-12-2021	-	-
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	CDD	cd02801	DUS_like_FMN	8	239	9.85231E-90	T	23-12-2021	IPR035587	DUS-like, FMN-binding domain
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	PIRSF	PIRSF006621	Dus	1	325	1.4E-72	T	23-12-2021	IPR001269	tRNA-dihydrouridine synthase
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	Pfam	PF01207	Dihydrouridine synthase (Dus)	11	319	2.1E-79	T	23-12-2021	IPR035587	DUS-like, FMN-binding domain
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	TIGRFAM	TIGR00742	yjbN: tRNA dihydrouridine synthase A	8	325	9.2E-122	T	23-12-2021	IPR004653	tRNA-dihydrouridine(20/20a) synthase
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	ProSitePatterns	PS01136	Uncharacterized protein family UPF0034 signature.	90	108	-	T	23-12-2021	IPR018517	tRNA-dihydrouridine synthase, conserved site
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	PANTHER	PTHR42907:SF1	FMN-LINKED OXIDOREDUCTASES SUPERFAMILY PROTEIN	6	324	4.0E-115	T	23-12-2021	-	-
297_RNODE_13_length_755597_289	bc1c032e1b798d956a9e7ab6c956a100	326	Hamap	MF_02041	tRNA-dihydrouridine(20/20a) synthase [dusA].	3	326	47.756226	T	23-12-2021	IPR004653	tRNA-dihydrouridine(20/20a) synthase
113_LNODE_1_length_37794_12	684214a0b1e6766c7618f8e0496c7dff	82	MobiDBLite	mobidb-lite	consensus disorder prediction	24	43	-	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	Gene3D	G3DSA:2.40.50.100	-	304	376	6.6E-8	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	ProSitePatterns	PS00211	ABC transporters family signature.	155	169	-	T	23-12-2021	IPR017871	ABC transporter, conserved site
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	Pfam	PF08402	TOBE domain	302	381	3.7E-17	T	23-12-2021	IPR013611	Transport-associated OB, type 2
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	23	263	1.82E-84	T	23-12-2021	IPR027417	P-loop containing nucleoside triphosphate hydrolase
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	24	255	30.419	T	23-12-2021	IPR003439	ABC transporter-like
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	TIGRFAM	TIGR01187	potA: polyamine ABC transporter, ATP-binding protein	54	381	9.1E-116	T	23-12-2021	IPR005893	Spermidine/putrescine ABC transporter, ATP-binding subunit
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	Gene3D	G3DSA:2.40.50.140	-	260	377	6.6E-8	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	PANTHER	PTHR42781	SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA	20	381	2.2E-145	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	PANTHER	PTHR42781:SF5	PUTRESCINE TRANSPORT ATP-BINDING PROTEIN POTG	20	381	2.2E-145	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	Gene3D	G3DSA:3.40.50.300	-	19	259	1.1E-73	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	SMART	SM00382	AAA_5	48	232	1.5E-14	T	23-12-2021	IPR003593	AAA+ ATPase domain
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	Pfam	PF00005	ABC transporter	40	182	2.6E-32	T	23-12-2021	IPR003439	ABC transporter-like
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	Coils	Coil	Coil	121	141	-	T	23-12-2021	-	-
297_RNODE_13_length_755597_461	a2ec420ad9558d166e71e378c8a23079	383	SUPERFAMILY	SSF50331	MOP-like	257	381	5.26E-18	T	23-12-2021	IPR008995	Molybdate/tungstate binding, C-terminal
59_LNODE_1_length_3096_5	4b39d7bc4e65139b3dac5b125ee02f09	82	MobiDBLite	mobidb-lite	consensus disorder prediction	14	45	-	T	23-12-2021	-	-
287_RNODE_32_length_6572_10	7b5c835a278e4459cb5b1c98697383ef	430	SUPERFAMILY	SSF56349	DNA breaking-rejoining enzymes	102	410	1.41E-13	T	23-12-2021	IPR011010	DNA breaking-rejoining enzyme, catalytic core
287_RNODE_32_length_6572_10	7b5c835a278e4459cb5b1c98697383ef	430	Gene3D	G3DSA:1.10.443.10	Intergrase catalytic core	221	417	9.7E-11	T	23-12-2021	IPR013762	Integrase-like, catalytic domain superfamily
287_RNODE_32_length_6572_10	7b5c835a278e4459cb5b1c98697383ef	430	ProSiteProfiles	PS51898	Tyrosine recombinase domain profile.	211	414	14.863	T	23-12-2021	IPR002104	Integrase, catalytic domain
8_LNODE_1_length_32340_43	83d1b6df1fa834ef359f90baab97f676	421	Pfam	PF17289	Terminase RNaseH-like domain	242	405	1.2E-5	T	23-12-2021	IPR035421	Terminase, large subunit gp17-like, C-terminal
8_LNODE_1_length_32340_43	83d1b6df1fa834ef359f90baab97f676	421	Gene3D	G3DSA:3.40.50.300	-	1	176	2.7E-22	T	23-12-2021	-	-
8_LNODE_1_length_32340_43	83d1b6df1fa834ef359f90baab97f676	421	Gene3D	G3DSA:3.30.420.280	-	215	412	4.3E-25	T	23-12-2021	-	-
8_LNODE_1_length_32340_43	83d1b6df1fa834ef359f90baab97f676	421	Pfam	PF03237	Terminase-like family	22	224	9.9E-9	T	23-12-2021	IPR004921	Terminase large subunit, T4likevirus-type, N-terminal
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	SUPERFAMILY	SSF46689	Homeodomain-like	33	137	3.58E-19	T	23-12-2021	IPR009057	Homeobox-like domain superfamily
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	PANTHER	PTHR30347	POTASSIUM CHANNEL RELATED	128	305	3.7E-24	T	23-12-2021	-	-
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	PANTHER	PTHR30347	POTASSIUM CHANNEL RELATED	16	119	3.7E-24	T	23-12-2021	-	-
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	Pfam	PF13565	Homeodomain-like domain	62	133	2.8E-13	T	23-12-2021	-	-
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	SUPERFAMILY	SSF53098	Ribonuclease H-like	203	333	2.47E-8	T	23-12-2021	IPR012337	Ribonuclease H-like superfamily
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	PANTHER	PTHR30347:SF1	MINICONDUCTANCE MECHANOSENSITIVE CHANNEL MSCM	128	305	3.7E-24	T	23-12-2021	-	-
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	PANTHER	PTHR30347:SF1	MINICONDUCTANCE MECHANOSENSITIVE CHANNEL MSCM	16	119	3.7E-24	T	23-12-2021	-	-
295_RNODE_8_length_1165_1	d63a8e1e7f2f7b7466598e0725dbfe31	362	Pfam	PF13358	DDE superfamily endonuclease	174	319	7.2E-24	T	23-12-2021	IPR038717	Tc1-like transposase, DDE domain
27_LNODE_2_length_56570_18	e80f60dda82a55ce8a5c9a5e639f73ae	977	SUPERFAMILY	SSF49899	Concanavalin A-like lectins/glucanases	698	954	1.33E-15	T	23-12-2021	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
27_LNODE_1_length_57223_4	e80f60dda82a55ce8a5c9a5e639f73ae	977	SUPERFAMILY	SSF49899	Concanavalin A-like lectins/glucanases	698	954	1.33E-15	T	23-12-2021	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
288_RNODE_20_length_31311_37	8a370b781a0dc7fcb57f9cb67186a850	59	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	23-12-2021	-	-
280_RNODE_4_length_24641_8	87d36c085e43c9aafb4258ebba4f131d	513	Pfam	PF13550	Putative phage tail protein	312	475	8.0E-11	T	23-12-2021	IPR032876	Tip attachment protein J
46_LNODE_1_length_24705_8	87d36c085e43c9aafb4258ebba4f131d	513	Pfam	PF13550	Putative phage tail protein	312	475	8.0E-11	T	23-12-2021	IPR032876	Tip attachment protein J
297_RNODE_2_length_56859_29	ec68ea995d05f2c5afdcc167d18485e3	125	MobiDBLite	mobidb-lite	consensus disorder prediction	24	68	-	T	23-12-2021	-	-
297_RNODE_2_length_56859_29	ec68ea995d05f2c5afdcc167d18485e3	125	MobiDBLite	mobidb-lite	consensus disorder prediction	24	38	-	T	23-12-2021	-	-
291_RNODE_22_length_56982_52	ec68ea995d05f2c5afdcc167d18485e3	125	MobiDBLite	mobidb-lite	consensus disorder prediction	24	68	-	T	23-12-2021	-	-
291_RNODE_22_length_56982_52	ec68ea995d05f2c5afdcc167d18485e3	125	MobiDBLite	mobidb-lite	consensus disorder prediction	24	38	-	T	23-12-2021	-	-
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	Pfam	PF01555	DNA methylase	23	242	3.3E-45	T	23-12-2021	IPR002941	DNA methylase N-4/N-6
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	1	254	7.6E-61	T	23-12-2021	-	-
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PANTHER	PTHR13370	RNA METHYLASE-RELATED	4	246	5.0E-21	T	23-12-2021	-	-
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PANTHER	PTHR13370:SF25	DNA ADENINE METHYLTRANSFERASE YHDJ	4	246	5.0E-21	T	23-12-2021	-	-
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	5	249	5.79E-52	T	23-12-2021	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	ProSitePatterns	PS00093	N-4 cytosine-specific DNA methylases signature.	27	32	-	T	23-12-2021	IPR017985	DNA methylase, N-4 cytosine-specific, conserved site
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	55	75	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	183	200	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	22	36	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	202	220	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
293_RNODE_2_length_28966_27	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	225	245	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	Pfam	PF01555	DNA methylase	23	242	3.3E-45	T	23-12-2021	IPR002941	DNA methylase N-4/N-6
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	1	254	7.6E-61	T	23-12-2021	-	-
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PANTHER	PTHR13370	RNA METHYLASE-RELATED	4	246	5.0E-21	T	23-12-2021	-	-
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PANTHER	PTHR13370:SF25	DNA ADENINE METHYLTRANSFERASE YHDJ	4	246	5.0E-21	T	23-12-2021	-	-
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	5	249	5.79E-52	T	23-12-2021	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	ProSitePatterns	PS00093	N-4 cytosine-specific DNA methylases signature.	27	32	-	T	23-12-2021	IPR017985	DNA methylase, N-4 cytosine-specific, conserved site
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	55	75	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	183	200	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	22	36	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	202	220	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
291_NODE_1_length_29302_21	da983b423d06e8772dbe0cb3b1c74058	254	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	225	245	3.6E-29	T	23-12-2021	IPR001091	Restriction/modification DNA-methylase
287_RNODE_18_length_145069_114	71e844b3d2b38399871fd1289d6eeec2	219	Pfam	PF01755	Glycosyltransferase family 25 (LPS biosynthesis protein)	75	104	1.2E-5	T	23-12-2021	IPR002654	Glycosyl transferase, family 25
287_RNODE_28_length_31095_11	384447c953bbf151f1021fc0d3357a59	286	SUPERFAMILY	SSF56563	Major capsid protein gp5	26	244	3.01E-13	T	23-12-2021	-	-
291_RNODE_28_length_55192_50	1d50024856b522d1635153441a8132e1	677	Coils	Coil	Coil	82	102	-	T	23-12-2021	-	-
114_LNODE_1_length_2142_1	b0edf3e720f34f5545cd7a4e9dccf69b	703	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	17	6.0	T	23-12-2021	-	-
114_LNODE_1_length_2142_1	b0edf3e720f34f5545cd7a4e9dccf69b	703	MobiDBLite	mobidb-lite	consensus disorder prediction	26	46	-	T	23-12-2021	-	-
293_RNODE_20_length_37280_10	16454aa2500e1a3cc074ed3df351ac48	331	Pfam	PF17236	Family of unknown function (DUF5309)	21	326	7.5E-35	T	23-12-2021	IPR035198	Protein of unknown function DUF5309
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	SUPERFAMILY	SSF161098	MetI-like	133	393	4.45E-54	T	23-12-2021	IPR035906	MetI-like superfamily
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	PANTHER	PTHR43357	INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YDCV	131	392	1.6E-62	T	23-12-2021	-	-
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	CDD	cd06261	TM_PBP2	195	380	4.86337E-14	T	23-12-2021	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	195	383	24.562	T	23-12-2021	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	210	387	4.6E-13	T	23-12-2021	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	Gene3D	G3DSA:1.10.3720.10	-	127	395	9.1E-51	T	23-12-2021	IPR035906	MetI-like superfamily
297_RNODE_14_length_50699_19	b3c5182119e3f95d9335c48be6902ed1	399	PANTHER	PTHR43357:SF4	INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YDCV	131	392	1.6E-62	T	23-12-2021	-	-
